location,size,total_sqft,bath,price
Geddalahalli,2.0,850.0,2.0,32.5
Banashankari,3.0,2582.0,5.0,250.0
Dodda Nekkundi,3.0,2400.0,4.0,300.0
Venkatapura,3.0,2700.0,2.0,260.0
Sidedahalli,2.0,900.0,2.0,27.0
Sarjapur  Road,4.0,1240.0,4.0,110.0
Kengeri,3.0,1245.0,2.0,43.57
Whitefield,3.0,1896.0,3.0,75.0
Sarakki Nagar,3.0,2500.0,4.0,325.0
Richmond Town,3.0,2200.0,3.0,187.0
Hoodi,3.0,1660.0,3.0,125.0
JP Nagar,2.0,1157.0,2.0,73.0
Banashankari Stage III,4.0,2400.0,4.0,240.0
Sahakara Nagar,3.0,1655.0,3.0,115.0
2nd Block Koramangala,3.0,3000.0,3.0,550.0
Bellandur,2.0,1260.0,2.0,83.5
2nd Stage Nagarbhavi,5.0,1200.0,4.0,240.0
Mahadevpura,3.0,1400.0,2.0,65.8
Sarvobhogam Nagar,3.0,1490.0,3.0,140.0
Kathriguppe,3.0,1350.0,2.0,80.99
Hosa Road,2.0,880.0,2.0,50.0
Yelahanka,1.0,827.5,1.0,42.535
Horamavu Agara,2.0,1145.0,2.0,41.21
Dasarahalli,2.0,1375.0,2.0,60.0
OMBR Layout,3.0,1730.0,3.0,93.0
Whitefield,3.0,3758.0,3.0,300.0
Devanahalli,4.0,5000.0,4.0,465.0
Garudachar Palya,3.0,1610.0,2.0,119.0
Whitefield,2.0,1340.0,2.0,101.0
Electronics City Phase 1,3.0,1350.0,3.0,55.0
Abbigere,2.0,985.0,2.0,40.39
Whitefield,4.0,60.0,4.0,218.0
Tunganagara,1.0,600.0,1.0,18.0
Gottigere,3.0,1425.0,2.0,47.0
Old Madras Road,4.0,3630.0,6.0,195.0
Poorna Pragna Layout,3.0,1270.0,2.0,50.79
1st Phase JP Nagar,2.0,1394.0,2.0,85.0
Canara Bank Layout,4.0,1200.0,4.0,170.0
Mysore Road,3.0,1512.0,2.0,110.0
Jakkur,3.0,1660.0,3.0,104.0
Basaveshwara Nagar Yelahanka,3.0,3210.0,4.0,380.0
Horamavu Agara,2.0,1079.0,2.0,41.0
7th Phase JP Nagar,3.0,1680.0,2.0,92.0
KR Puram,2.0,1021.0,2.0,48.0
Hennur Road,3.0,1192.0,2.0,60.0
Kothannur,2.0,820.0,2.0,37.0
Ambalipura,1.0,770.0,1.0,43.82
Electronic City Phase II,2.0,1065.0,2.0,56.13
Whitefield,3.0,1405.0,3.0,58.0
ITI Layout,3.0,1533.0,3.0,115.0
Electronic City,3.0,1620.0,3.0,62.0
 ittamadu,3.0,600.0,2.0,110.0
Shivaji Nagar,7.0,1400.0,6.0,200.0
Uttarahalli,3.0,1200.0,3.0,50.0
Singasandra,3.0,1464.0,3.0,56.0
Akshaya Nagar,3.0,1700.0,3.0,80.0
7th Phase JP Nagar,1.0,500.0,1.0,70.0
Hoodi,2.0,1111.0,2.0,49.43
Kothannur,2.0,1197.0,2.0,47.88
Bommasandra,2.0,1060.0,2.0,26.5
Hoodi,2.0,1400.0,2.0,78.0
Kaggadasapura,2.0,775.0,2.0,29.5
Brookefield,2.0,1588.0,2.0,58.0
KR Puram,4.0,1200.0,4.0,120.0
Vidyaranyapura,4.0,2400.0,5.0,135.0
Vidyaranyapura,3.0,462.0,3.0,38.0
Harappanahalli,4.0,4560.0,5.0,430.0
Uttarahalli,5.0,400.0,5.0,200.0
TC Palaya,2.0,900.0,2.0,55.0
Domlur,2.0,1276.0,2.0,80.0
Sultan Palaya,6.0,1800.0,8.0,175.0
Kurubarahalli,1.0,1200.0,1.0,69.0
Kudlu,3.0,1293.0,2.0,80.0
Hebbal,2.0,1175.0,2.0,54.05
T c palya,3.0,1500.0,2.0,85.0
Tumkur Road,2.0,1098.0,2.0,72.0
Kasavanhalli,3.0,1545.0,3.0,69.0
Kadugodi,3.0,1890.0,4.0,127.0
Thanisandra,2.0,1140.0,2.0,59.0
Electronic City,3.0,1600.0,3.0,104.0
Sarjapur  Road,2.0,1262.0,2.0,67.0
Chandapura,4.0,4800.0,4.0,250.0
Sarjapur  Road,4.0,2425.0,5.0,201.0
Bannerghatta,3.0,1776.0,3.0,150.0
Sampangi Rama Nagar,8.0,600.0,4.0,175.0
Hebbal,2.0,1420.0,2.0,123.0
HAL 2nd Stage,2.0,1226.0,3.0,135.0
Mango Garden Layout,3.0,1824.0,3.0,125.0
Bannerghatta Road,3.0,1200.0,2.0,69.0
Kengeri,1.0,540.0,1.0,22.5
Marathahalli,2.0,1602.0,2.0,104.0
Thanisandra,2.0,1039.0,2.0,39.5
Haralur Road,4.0,2805.0,5.0,160.0
Nagasandra,7.0,1750.0,5.0,350.0
Uttarahalli,2.0,1137.0,2.0,63.0
Nanjappa Layout,2.0,1232.0,2.0,94.28
Subramanyapura,2.0,958.0,2.0,33.53
Begur Road,2.0,1170.0,2.0,46.0
Haralur Road,2.0,1194.0,2.0,47.0
Bannerghatta Road,2.0,1218.0,2.0,73.0
Kothanur,3.0,1847.0,3.0,110.0
Bannerghatta Road,2.0,1255.0,2.0,65.26
Kanakpura Road,2.0,1140.0,2.0,65.0
Bannerghatta Road,3.0,1450.0,3.0,44.0
Raja Rajeshwari Nagar,2.0,1419.0,2.0,48.1
Sector 6 HSR Layout,6.0,2400.0,5.0,750.0
Jakkur,3.0,1798.0,3.0,120.0
Banashankari Stage II,2.0,500.0,2.0,55.0
Electronics City Phase 1,3.0,1445.0,2.0,56.0
Vinayak Nagar,3.0,1758.0,3.0,95.0
R.T. Nagar,7.0,600.0,7.0,93.0
Hoodi,3.0,1715.0,2.0,95.0
Hebbal,4.0,2470.0,5.0,192.0
Yelahanka New Town,3.0,2437.0,3.0,125.0
Konanakunte,4.0,1200.0,2.0,130.0
Lakshminarayana Pura,2.0,1169.0,2.0,75.0
Chandapura,2.0,985.0,2.0,25.12
Nagashetty Halli,2.0,1350.0,2.0,65.0
RMV 2nd Stage,3.0,2550.0,4.0,290.0
Hanumantha Nagar,8.0,3300.0,8.0,310.0
Balagere,1.0,656.0,1.0,34.77
Panathur,2.0,1359.0,2.0,87.0
Yelahanka,2.0,1035.0,2.0,45.0
Jalahalli East,2.0,1020.0,2.0,42.48
Akshaya Nagar,3.0,1897.0,3.0,120.0
Kengeri Satellite Town,2.0,1050.0,2.0,43.0
Hebbal,2.0,1162.0,2.0,69.0
Sarjapur  Road,3.0,1173.0,2.0,45.75
Silk Board,3.0,1435.0,2.0,60.0
Kadugodi,9.0,6200.0,9.0,200.0
K G Colony,3.0,1600.0,2.0,50.0
Old Madras Road,3.0,1480.0,3.0,95.0
Whitefield,4.0,3940.0,5.0,265.0
Poornapragna Housing Society Layout,3.0,1270.0,2.0,57.15
7th Phase JP Nagar,2.0,1270.0,2.0,93.0
Electronic City,1.0,435.0,1.0,22.0
NRI Layout,2.0,2400.0,2.0,125.0
Kanakpura Road,2.0,1339.0,2.0,62.0
Pattanagere,2.0,850.0,2.0,35.0
1st Block Koramangala,3.0,1800.0,3.0,53.0
Sector 7 HSR Layout,3.0,1760.0,3.0,145.0
Harlur,3.0,1414.0,3.0,77.5
Suddaguntepalya,3.0,1425.0,3.0,55.0
Jakkur,4.0,3181.0,,260.5
Shankarapuram,2.0,900.0,1.0,130.0
Kundalahalli,2.0,1291.0,2.0,49.0
Hosakerehalli Layout,7.0,2500.0,6.0,115.0
Hebbal,2.0,1053.0,2.0,48.0
Whitefield,3.0,1495.0,,60.55
Whitefield,2.0,1215.0,2.0,65.0
 Devarabeesana Halli,2.0,1296.0,2.0,70.0
Cottonpet,4.0,1750.0,2.0,225.0
Sarjapur  Road,4.0,2990.0,4.0,240.0
Hoodi,3.0,1660.0,3.0,128.0
Chikkalasandra,3.0,1290.0,2.0,56.12
K R C kothanur,2.0,1140.0,2.0,45.0
Kodihalli,3.0,2392.0,4.0,260.0
Thyagaraja Nagar,5.0,570.0,5.0,80.0
Kammanahalli,2.0,1160.0,2.0,52.0
Thanisandra,3.0,2002.0,3.0,112.0
Kasavanhalli,2.0,1121.0,2.0,75.0
Anandapura,4.0,1749.0,4.0,90.0
KR Puram,2.0,1290.0,2.0,69.0
JP Nagar,2.0,1300.0,2.0,109.0
Sompura,2.0,1090.0,2.0,28.0
Udayapur Village,3.0,1440.0,2.0,60.33
Somasundara Palya,2.0,1329.0,2.0,70.0
Sector 2 HSR Layout,2.0,1296.0,2.0,75.0
5th Block Jayanagar,4.0,10624.0,4.0,2340.0
5th Phase JP Nagar,5.0,2500.0,5.0,110.0
Kengeri,2.0,726.0,2.0,35.0
Doctors Layout,2.0,1125.0,2.0,55.0
Kengeri Hobli,3.0,600.0,2.0,30.0
Frazer Town,3.0,1750.0,3.0,150.0
Rachenahalli,3.0,1530.0,2.0,74.4
Ananth Nagar,2.0,870.0,2.0,36.0
Hennur Road,3.0,1290.0,2.0,94.5
Electronic City Phase II,2.0,1219.0,2.0,61.25
Banjara Layout,3.0,1294.0,2.0,48.0
Bannerghatta Road,3.0,1550.0,3.0,96.0
Kanakpura Road,3.0,1592.0,3.0,125.0
Hosa Road,2.0,1161.0,2.0,55.15
Gopalkrishna Nagar,2.0,1165.0,2.0,75.0
Varthur,2.0,1280.0,2.0,65.0
Hebbal,2.0,1320.0,2.0,92.0
Yelahanka,3.0,1355.0,2.0,75.0
Basavangudi,3.0,1350.0,2.0,130.0
Budigere,3.0,1820.0,3.0,99.0
Munnekollal,2.0,1210.0,2.0,75.0
Lingadheeranahalli,3.0,1893.0,3.0,130.0
HAL 2nd Stage,3.0,2100.0,3.0,252.0
5th Phase JP Nagar,5.0,4000.0,5.0,170.0
Yelahanka,2.0,1519.0,2.0,65.0
BHEL Layout,4.0,1200.0,3.0,165.0
Shampura,7.0,2800.0,5.0,95.0
Vishwapriya Layout,7.0,950.0,7.0,115.0
Kothanur,2.0,1140.0,2.0,56.0
Alfa Garden Layout,2.0,975.0,2.0,43.0
Kundalahalli,4.0,2500.0,5.0,245.0
Mysore Road,2.0,1175.0,2.0,86.68
Padmanabhanagar,3.0,1400.0,3.0,65.0
Kanakpura Road,3.0,1100.0,2.0,58.0
Hennur Road,3.0,1936.0,3.0,118.0
Bommenahalli,4.0,2940.0,3.0,2250.0
Doddanakundi Industrial Area 2,2.0,1092.0,2.0,49.0
9th Phase JP Nagar,2.0,1050.0,2.0,35.0
BTM Layout,2.0,1150.0,2.0,63.0
Bisuvanahalli,3.0,1180.0,3.0,48.0
Banashankari 6th Stage,2.0,1330.0,2.0,80.0
Kudlu Gate,3.0,1707.0,,99.745
Ambedkar Nagar,3.0,1935.0,4.0,125.0
Electronics City Phase 1,3.0,1522.5,,60.75
Kammanahalli,4.0,900.0,4.0,150.0
Sarjapur,1.0,650.0,1.0,19.87
Whitefield,1.0,665.0,,28.585
Housing Board Layout Vijay Nagar,8.0,1200.0,8.0,220.0
Sonnenahalli,1.0,605.0,1.0,30.24
Sarjapur  Road,3.0,1691.0,3.0,113.0
JP Nagar,3.0,20000.0,3.0,175.0
Whitefield,4.0,4800.0,4.0,550.0
Bannerghatta Road,2.0,1215.0,2.0,68.0
Gollarapalya Hosahalli,4.0,1905.0,3.0,86.0
Mahalakshmi Layout,4.0,1575.0,5.0,158.0
Murugeshpalya,3.0,1344.0,2.0,56.0
KR Puram,3.0,1700.0,3.0,105.0
Srinagar,4.0,2000.0,3.0,166.0
Electronic City Phase II,2.0,1200.0,2.0,34.65
Talaghattapura,3.0,1257.0,2.0,40.22
Raja Rajeshwari Nagar,2.0,1140.0,2.0,38.65
Sanjay nagar,3.0,1200.0,2.0,76.0
Vidyaranyapura,3.0,1100.0,2.0,72.0
Billekahalli,2.0,1140.0,2.0,50.0
Giri Nagar,6.0,1200.0,3.0,175.0
Hennur Bande,5.0,1200.0,4.0,150.0
5th Phase JP Nagar,2.0,1440.0,2.0,60.0
Varthur,2.0,1083.0,2.0,28.0
7th Phase JP Nagar,3.0,2100.0,3.0,200.0
Ardendale,3.0,1777.26,3.0,89.0
Thanisandra,2.0,1093.0,2.0,72.0
Rachenahalli,3.0,1550.0,3.0,72.5
Bisuvanahalli,3.0,1075.0,2.0,50.0
Kengeri,5.0,8000.0,5.0,500.0
Kalena Agrahara,2.0,1200.0,3.0,70.0
Kanakapura,1.0,551.0,1.0,30.0
Hulimavu,2.0,1255.0,2.0,66.0
Bellandur,3.0,2666.0,3.0,230.0
Sarjapur  Road,3.0,1510.0,2.0,110.0
Devanahalli,3.0,1466.0,3.0,77.59
BTM Layout,3.0,1450.0,2.0,81.0
Whitefield,3.0,1386.0,3.0,57.46
Marathahalli,2.0,1100.0,2.0,50.0
Indira Nagar,2.0,1149.0,2.0,130.0
Whitefield,2.0,1190.0,2.0,70.0
Krishna Reddy Layout,3.0,1250.0,3.0,55.0
Chandapura,2.0,1200.0,2.0,32.0
Bellandur,2.0,1000.0,2.0,50.0
Jakkur,2.0,1260.0,2.0,71.195
Hosa Road,2.0,1161.0,2.0,55.15
Frazer Town,3.0,2350.0,4.0,285.0
Electronics City Phase 1,2.0,1205.0,2.0,60.0
Hoysalanagar,3.0,1320.0,2.0,60.0
Vaishnavi Layout,4.0,4830.0,5.0,390.0
Kaggadasapura,2.0,1200.0,2.0,40.0
Electronic City Phase II,2.0,1244.0,2.0,55.0
Hennur,2.0,1255.0,2.0,54.5
KR Puram,7.0,1200.0,8.0,110.0
Hebbal,3.0,1255.0,2.0,95.0
Electronic City,3.0,1105.0,2.0,35.0
5th Phase JP Nagar,2.0,1256.0,2.0,62.8
5th Phase JP Nagar,3.0,1725.0,2.0,100.0
Begur Road,2.0,1200.0,2.0,46.8
Ambedkar Nagar,2.0,1424.0,2.0,90.0
Indira Nagar,4.0,2200.0,4.0,200.0
Shivaji Nagar,2.0,703.0,2.0,49.5
Electronic City,2.0,1073.0,2.0,60.0
Kanakpura Road,3.0,1603.0,3.0,113.0
Kaggadasapura,2.0,1180.0,2.0,65.0
Gunjur,2.0,1235.0,2.0,44.5
Nanjappa Layout,3.0,1800.0,3.0,85.0
Dodsworth Layout,6.0,30400.0,4.0,1824.0
Varthur,3.0,1360.0,2.0,85.0
Kadugodi,5.0,1100.0,5.0,135.0
Ramagondanahalli,2.0,1215.0,2.0,51.26
Kanakpura Road,3.0,1596.0,3.0,118.0
8th Block Jayanagar,6.0,2000.0,6.0,300.0
Panathur,2.0,1180.0,2.0,70.0
Channasandra Layout,3.0,1563.0,2.0,52.0
Kathriguppe,2.0,1250.0,2.0,68.75
1st Block Jayanagar,3.0,1760.0,3.0,115.0
Mysore Road,2.0,1200.0,2.0,85.0
Marathahalli,2.0,1350.0,2.0,99.0
BTM 1st Stage,7.0,600.0,7.0,110.0
Raja Rajeshwari Nagar,2.0,1185.0,2.0,51.15
Green Glen Layout,3.0,1970.0,3.0,160.0
Akshaya Nagar,3.0,1419.0,2.0,87.0
Padmanabhanagar,2.0,1150.0,2.0,45.0
Uttarahalli,3.0,1330.0,2.0,57.0
Panathur,2.0,1050.0,2.0,60.0
HSR Layout,3.0,1475.0,3.0,75.0
Balagere,2.0,1012.0,2.0,70.0
5th Phase JP Nagar,2.0,1190.0,2.0,61.8
Whitefield,1.0,905.0,1.0,60.0
Sultan Palaya,4.0,2200.0,3.0,80.0
Marathahalli,3.0,1690.0,3.0,116.0
Harlur,2.0,1197.0,2.0,79.9
Bommasandra,3.0,1260.0,3.0,49.36
Kanakpura Road,3.0,1570.0,3.0,64.5
Sarjapur  Road,4.0,4395.0,4.0,242.0
Sarjapur  Road,2.0,1210.0,2.0,58.0
Somasundara Palya,3.0,1600.0,3.0,69.0
JP Nagar,2.0,1048.0,2.0,44.0
Kanakpura Road,2.0,700.0,1.0,41.0
Indira Nagar,3.0,2700.0,3.0,324.0
Vishveshwarya Layout,7.0,4000.0,7.0,225.0
Kengeri Satellite Town,2.0,1007.0,2.0,42.0
Sonnenahalli,3.0,1610.0,3.0,80.48
Kundalahalli,3.0,1397.0,3.0,108.0
7th Phase JP Nagar,2.0,1050.0,2.0,77.47
Choodasandra,3.0,1560.0,3.0,78.0
NGR Layout,2.0,1020.0,2.0,46.0
Whitefield,2.0,1197.0,2.0,50.0
Hennur Road,3.0,2320.0,3.0,170.0
Uttarahalli,2.0,1380.0,2.0,42.0
Nagarbhavi,4.0,1200.0,4.0,240.0
MLA Layout,2.0,1050.0,2.0,36.0
Nehru Nagar,2.0,1100.0,2.0,50.0
6th Phase JP Nagar,1.0,750.0,1.0,105.0
Kammanahalli,4.0,1080.0,3.0,155.0
HMT Layout,2.0,1105.0,2.0,58.0
Cholanayakanahalli,5.0,3000.0,6.0,1000.0
Ambedkar Nagar,5.0,5530.0,5.0,627.0
Chikka Tirupathi,3.0,2325.0,3.0,95.0
Makali,1.0,530.0,1.0,18.0
Belathur,2.0,460.0,1.0,15.0
Mico Layout,3.0,1550.0,2.0,65.0
BTM Layout,2.0,1196.0,2.0,56.81
Devanahalli Int. Airport,4.0,4800.0,5.0,350.0
Hennur Road,2.0,1317.5,2.0,63.77
Attibele,1.0,418.0,2.0,11.5
Lingadheeranahalli,3.0,1687.0,3.0,127.0
Vittasandra,2.0,1404.0,2.0,75.0
Tirumanahalli,2.0,1255.0,2.0,56.7
Hosakerehalli,2.0,1304.0,2.0,100.0
Bannerghatta Road,1.0,700.0,1.0,31.2
Hosa Road,2.0,1045.0,2.0,98.89
HSR Layout,2.0,1372.0,2.0,61.0
Kathriguppe,3.0,1390.0,2.0,69.49
Anandapura,2.0,616.0,3.0,45.0
2nd Stage Nagarbhavi,5.0,1200.0,4.0,285.0
Sadashiva Nagar,3.0,3761.0,3.0,660.0
Hebbal,3.0,1328.0,2.0,60.0
Balagere,2.0,1007.0,2.0,68.0
Uttarahalli,3.0,1329.0,2.0,56.0
Harlur,2.0,1303.0,2.0,90.0
Rachenahalli,2.0,1050.0,2.0,55.5
Sarjapur,3.0,1600.0,3.0,75.0
Whitefield,3.0,1755.0,3.0,101.0
"JP Nagar 8th Phase, ",4.0,5000.0,5.0,250.0
Kaggalipura,2.0,1000.0,2.0,60.0
Koramangala,2.0,1320.0,2.0,160.0
Sarjapur  Road,3.0,2720.0,5.0,210.0
Naganathapura,8.0,1200.0,7.0,100.0
Mallathahalli,3.0,1225.0,3.0,60.0
Kalyan nagar,2.0,1250.0,2.0,65.0
Subramanyapura,2.0,1260.0,2.0,108.0
tc.palya,2.0,1020.0,2.0,62.0
Doddabommasandra,8.0,3150.0,5.0,145.0
Kanakpura Road,3.0,1450.0,3.0,60.91
Begur Road,3.0,1615.0,3.0,58.0
Electronic City,2.0,660.0,1.0,15.5
Vidya Nagar,2.0,3760.0,2.0,280.0
Kaval Byrasandra,2.0,1200.0,2.0,49.5
Frazer Town,3.0,1510.0,2.0,75.0
Bannerghatta Road,3.0,1465.0,2.0,45.87
Dodda Nekkundi,3.0,1435.0,3.0,57.2
 Electronic City,1.0,435.0,1.0,19.5
Pai Layout,2.0,1000.0,2.0,34.0
Whitefield,2.0,1215.0,2.0,40.0
Ashok Nagar,2.0,703.0,2.0,60.0
Yelahanka,5.0,2500.0,3.0,120.0
Chikkabanavar,3.0,1600.0,2.0,80.0
Whitefield,3.0,1200.0,3.0,61.96
Subramanyapura,2.0,1000.0,2.0,45.0
Nagarbhavi,4.0,600.0,4.0,78.0
Rajaji Nagar,3.0,1640.0,3.0,220.0
Banjara Layout,2.0,1050.0,2.0,64.8
Dr Shivarama Karantha Nagar,2.0,1200.0,2.0,54.0
Old Madras Road,4.0,4000.0,4.0,225.0
Bileshivale,6.0,2400.0,7.0,110.0
Bank Of Baroda Colony,2.0,1080.0,2.0,39.0
Banashankari Stage III,4.0,2100.0,3.0,147.0
Whitefield,3.0,1496.0,2.0,718.0
Pai Layout,2.0,1006.0,2.0,35.0
J C Nagar,3.0,1525.0,3.0,65.0
Chandapura,3.0,1110.0,2.0,29.97
Whitefield,3.0,2500.0,3.0,280.0
Budigere,3.0,1820.0,3.0,95.0
Suddaguntepalya,2.0,830.0,2.0,34.0
Chamrajpet,3.0,1650.0,3.0,115.0
Hebbal,3.0,1255.0,2.0,90.0
Subramanyapura,3.0,1223.0,2.0,42.81
Harlur,3.0,1755.0,3.0,117.0
Munivenkatppa Layout,4.0,4500.0,3.0,225.0
Electronics City Phase 1,2.0,865.0,2.0,40.0
Green Woods Layout,2.0,1206.0,2.0,53.0
Old Madras Road,2.0,935.0,2.0,37.77
Uday Nagar,3.0,1650.0,3.0,110.0
Gubbalala,3.0,1745.0,3.0,140.0
Electronics City Phase 1,1.0,785.0,1.0,55.0
Sarjapur  Road,3.0,3004.0,4.0,158.0
Giri Nagar,7.0,4500.0,5.0,250.0
Chikkalasandra,3.0,1365.0,2.0,49.0
Hosa Road,2.0,1143.0,2.0,34.2
Horamavu Banaswadi,2.0,1272.0,2.0,51.5
HOSUR MAIN ROAD,3.0,1464.0,3.0,56.0
Electronic City,3.0,1631.0,3.0,80.0
Hennur,2.0,1285.0,2.0,60.0
Kanakapur main road,2.0,1025.0,2.0,43.04
Hebbal,2.0,1349.0,2.0,97.8
Electronic City,2.0,880.0,2.0,19.0
Jakkur,3.0,1710.0,3.0,110.0
Thanisandra,2.0,1260.0,2.0,45.5
Hennur Road,4.0,2502.0,4.0,180.0
Electronics City Phase 1,3.0,1450.0,2.0,63.51
Basavangudi,2.0,1230.0,2.0,80.0
Choodasandra,2.0,1115.0,2.0,50.0
Old Madras Road,3.0,2640.0,5.0,142.0
8th Phase JP Nagar,3.0,1431.5,3.0,72.02
Yelahanka,3.0,1823.0,3.0,103.0
Koramangala,3.0,1700.0,3.0,250.0
Singasandra,4.0,3366.0,4.0,120.0
Rachenahalli,2.0,1200.0,2.0,50.0
Dodda Nekkundi,2.0,1155.0,2.0,46.0
9th Phase JP Nagar,3.0,1300.0,2.0,58.0
Judicial Layout,2.0,900.0,2.0,40.0
Chikkalasandra,2.0,1100.0,2.0,50.0
