location,size,total_sqft,bath,predicted_price
Dollars Colony,4,4350.0,8.0,42606500.0
Indira Nagar,3,1650.0,3.0,19308213.333333332
Kodichikkanahalli,5,2700.0,7.0,14196500.0
Dodsworth Layout,2,1340.0,2.0,7392488.333333334
Old Airport Road,4,2658.0,5.0,19554350.0
Marsur,3,1200.0,3.0,10079390.0
Garudachar Palya,2,1060.0,2.0,4835240.0
Babusapalaya,2,1061.0,2.0,3916930.0
Marathahalli,3,1710.0,3.0,10357500.0
Mylasandra,2,1110.0,2.0,5219260.0
Kannamangala,3,1574.0,3.0,9187213.253968254
manyata,2,1169.0,2.0,5708799.999999999
Sahakara Nagar,3,1200.0,2.0,8104339.682539684
Nagarbhavi,3,1200.0,3.0,23448438.57142857
Raja Rajeshwari Nagar,9,3125.0,9.0,23695000.0
Dasanapura,2,1163.0,2.0,6020746.666666666
HSR Layout,3,1600.0,2.0,11464026.666666668
Electronic City,2,1020.0,2.0,5362928.69047619
Whitefield,3,1200.0,3.0,6835362.619047619
Outer Ring Road East,3,3664.0,3.0,30098000.0
Hebbal,3,1900.0,3.0,13550407.142857144
Tumkur Road,3,1441.0,2.0,9062620.238095239
Hennur Road,2,987.0,2.0,4934903.333333334
Ardendale,4,3198.0,4.0,23815500.0
Mallasandra,3,1665.0,3.0,8957011.428571427
Sector 2 HSR Layout,2,1146.0,2.0,5718357.142857143
Basavangudi,2,1100.0,2.0,8094750.0
Old Madras Road,3,1350.0,3.0,6755000.0
Budigere,2,1153.0,2.0,5872906.666666666
Kanakpura Road,3,1592.0,3.0,11644772.61904762
Shirdi Sai Layout,4,1200.0,3.0,12213215.0
A Narayanapura,1,600.0,2.0,3255615.0
Yelahanka,2,1322.0,2.0,8137456.666666666
Whitefield,3,1485.0,3.0,12270227.11111111
Kaikondrahalli,2,1300.0,2.0,6251156.666666666
Whitefield,1,905.0,1.0,5573661.904761906
JP Nagar,3,3860.0,3.0,33091000.0
Basavangudi,6,1214.0,3.0,12412930.0
Electronic City,2,1070.0,2.0,5648602.861860361
"ECC Road, Whitefield, ",3,1575.0,3.0,8972123.80952381
Thippasandra,4,1200.0,4.0,11855000.0
Hennur,2,1225.0,2.0,4939079.372294372
Whitefield,2,1125.0,2.0,7238470.0
Yarandahalli,2,1015.0,2.0,4833950.833333333
5th Phase JP Nagar,2,1200.0,2.0,6116330.0
Silk Board,3,1250.0,3.0,4171959.9999999995
Haralur Road,2,1000.0,2.0,4824800.0
Hebbal,3,1645.0,3.0,11938413.455988457
Ramagondanahalli,2,1151.0,2.0,4538128.603896104
Haralur Road,2,1240.0,2.0,5877856.12914368
Banashankari Stage II,2,1245.0,2.0,8837640.0
Kannamangala,2,957.0,2.0,5520149.007936507
Chandra Layout,3,700.0,3.0,10383125.0
Jalahalli,3,1870.0,3.0,12591666.666666664
Madiwala,1,400.0,1.0,1691840.0
Bhuvaneswari Nagar,4,2400.0,3.0,16312750.0
Basaveshwara Nagar,5,2520.0,4.0,27710000.0
Marathahalli,2,1125.0,2.0,5430651.111111112
Nagarbhavi,2,1145.0,2.0,5154145.555555556
Dasarahalli,3,1520.0,2.0,8186834.579831932
Outer Ring Road East,3,1500.0,2.0,8359561.197242299
Kaikondrahalli,3,1605.0,3.0,8931500.0
Naganathapura,2,2260.0,3.0,14248335.714285713
Singapura Village,2,970.0,2.0,4354013.333333333
Thanisandra,1,760.0,1.0,4563831.666666666
Hebbal,3,1255.0,3.0,8080420.0
Electronic City,2,919.0,2.0,4575653.333333334
Thanisandra,2,1185.0,2.0,6748251.666666669
Stage-4 Bommanahalli,3,2300.0,2.0,16811000.0
Devanahalli,3,1200.0,3.0,7086213.785714286
R.T. Nagar,6,1500.0,6.0,16996000.0
Haralur Road,2,1194.0,2.0,4647351.019027972
Hebbal,3,1355.0,3.0,8529130.0
Brooke Bond First Cross,3,1721.0,3.0,10378493.333333332
Devi Nagar,3,2000.0,3.0,10220000.0
Yeshwanthpur,1,400.0,1.0,2012840.0
Banashankari,3,1350.0,2.0,7093394.666666666
Whitefield,2,1140.0,2.0,7238175.238095238
Kambipura,2,883.0,2.0,4095635.5457966537
Kamakshipalya,4,800.0,4.0,9917500.0
Horamavu Agara,3,1623.0,3.0,9089961.666666666
Marathahalli,2,1270.0,2.0,6761748.333333332
HBR Layout,3,1700.0,3.0,11226211.904761905
Ankappa Layout,3,1425.0,2.0,7165900.0
Ramamurthy Nagar,1,540.0,1.0,2438639.4871794875
Basavanna Nagar,3,1645.0,3.0,9215910.714285715
Talaghattapura,2,951.0,2.0,4151801.666666666
Jigani,2,918.0,2.0,5218785.107115108
Whitefield,4,2990.0,3.0,25092000.0
Nandi Durga Road,2,2015.0,4.0,15671783.333333332
Babusapalaya,2,1245.0,2.0,7230610.973084886
Chikkabanavar,3,1320.0,2.0,6026204.285714285
Virupakshapura,2,1075.0,2.0,5280301.153846154
Marathahalli,4,4000.0,4.0,54967095.23809524
Sadaramangala,2,1260.0,2.0,5902725.0
Anekal,3,1150.0,3.0,5661825.0
HOSUR MAIN ROAD,3,1393.0,3.0,7142170.0
Old Madras Road,2,1165.0,2.0,4624343.333333333
Geddalahalli,2,850.0,2.0,3138475.0
Banashankari,3,2582.0,5.0,21673500.0
Dodda Nekkundi,3,2400.0,4.0,17575719.04761905
Venkatapura,3,2700.0,2.0,20837785.714285716
Sidedahalli,2,900.0,2.0,3226033.333333334
Sarjapur  Road,4,1240.0,4.0,14297000.0
Kengeri,3,1245.0,2.0,6350680.973084886
Whitefield,3,1896.0,3.0,13920666.666666668
Sarakki Nagar,3,2500.0,4.0,23357500.0
Richmond Town,3,2200.0,3.0,16862833.333333332
Hoodi,3,1660.0,3.0,12285853.333333336
JP Nagar,2,1157.0,2.0,7137193.333333334
Banashankari Stage III,4,2400.0,4.0,15964202.38095238
Sahakara Nagar,3,1655.0,3.0,9318822.857142858
2nd Block Koramangala,3,3000.0,3.0,26469976.19047619
Bellandur,2,1260.0,2.0,5587148.095238095
2nd Stage Nagarbhavi,5,1200.0,4.0,24005000.0
Mahadevpura,3,1400.0,2.0,7224645.0
Sarvobhogam Nagar,3,1490.0,3.0,8454980.0
Kathriguppe,3,1350.0,2.0,8244991.333333334
Hosa Road,2,880.0,2.0,4009083.0607769424
Yelahanka,1,827.5,1.0,3855956.666666666
Horamavu Agara,2,1145.0,2.0,4789386.031746031
Dasarahalli,2,1375.0,2.0,7986429.166666666
OMBR Layout,3,1730.0,3.0,11459133.333333332
Whitefield,3,3758.0,3.0,31308000.0
Devanahalli,4,5000.0,4.0,41271000.0
Garudachar Palya,3,1610.0,2.0,9613153.333333334
Whitefield,2,1340.0,2.0,8333605.0
Electronics City Phase 1,3,1350.0,3.0,6997000.0
Abbigere,2,985.0,2.0,4180133.333333333
Whitefield,4,60.0,4.0,7358500.0
Tunganagara,1,600.0,1.0,3310155.0
Gottigere,3,1425.0,2.0,6897440.0
Old Madras Road,4,3630.0,6.0,22996000.0
Poorna Pragna Layout,3,1270.0,2.0,5079000.0
1st Phase JP Nagar,2,1394.0,2.0,7265355.0
Canara Bank Layout,4,1200.0,4.0,11855000.0
Mysore Road,3,1512.0,2.0,8590881.00840336
Jakkur,3,1660.0,3.0,10084331.428571427
Basaveshwara Nagar Yelahanka,3,3210.0,4.0,25020000.0
Horamavu Agara,2,1079.0,2.0,4614600.0
7th Phase JP Nagar,3,1680.0,2.0,11789730.0
KR Puram,2,1021.0,2.0,4077707.5
Hennur Road,3,1192.0,2.0,6339543.431372548
Kothannur,2,820.0,2.0,3161205.0
Ambalipura,1,770.0,1.0,3994267.5
Electronic City Phase II,2,1065.0,2.0,3078348.611111111
Whitefield,3,1405.0,3.0,7849746.666666666
ITI Layout,3,1533.0,3.0,8280357.916666666
Electronic City,3,1620.0,3.0,10782800.0
 ittamadu,3,600.0,2.0,8111000.0
Shivaji Nagar,7,1400.0,6.0,16136000.0
Uttarahalli,3,1200.0,3.0,7086213.785714286
Singasandra,3,1464.0,3.0,6574080.0
Akshaya Nagar,3,1700.0,3.0,10844716.666666664
7th Phase JP Nagar,1,500.0,1.0,1982556.6666666665
Hoodi,2,1111.0,2.0,8564944.142857144
Kothannur,2,1197.0,2.0,5543591.792717086
Bommasandra,2,1060.0,2.0,4344306.404761906
Hoodi,2,1400.0,2.0,7806793.333333334
Kaggadasapura,2,775.0,2.0,3645326.904761905
Brookefield,2,1588.0,2.0,8924560.0
KR Puram,4,1200.0,4.0,9696033.333333336
Vidyaranyapura,4,2400.0,5.0,16766452.38095238
Vidyaranyapura,3,462.0,3.0,4889000.0
Harappanahalli,4,4560.0,5.0,43654333.33333333
Uttarahalli,5,400.0,5.0,7301000.0
TC Palaya,2,900.0,2.0,5500000.0
Domlur,2,1276.0,2.0,9063045.0
Sultan Palaya,6,1800.0,8.0,12698500.0
Kurubarahalli,1,1200.0,1.0,4811490.0
Kudlu,3,1293.0,2.0,7685207.5
Hebbal,2,1175.0,2.0,5253433.333333333
T c palya,3,1500.0,2.0,8367561.197242299
Tumkur Road,2,1098.0,2.0,5281137.0
Kasavanhalli,3,1545.0,3.0,8229648.333333332
Kadugodi,3,1890.0,4.0,12595500.0
Thanisandra,2,1140.0,2.0,6206358.738095238
Electronic City,3,1600.0,3.0,10918733.333333336
Sarjapur  Road,2,1262.0,2.0,8150916.666666666
Chandapura,4,4800.0,4.0,40388000.0
Sarjapur  Road,4,2425.0,5.0,18664666.666666668
Bannerghatta,3,1776.0,3.0,11478305.0
Sampangi Rama Nagar,8,600.0,4.0,7592000.0
Hebbal,2,1420.0,2.0,10067760.380952379
HAL 2nd Stage,2,1226.0,3.0,7246120.0
Mango Garden Layout,3,1824.0,3.0,10863166.666666664
Bannerghatta Road,3,1200.0,2.0,6779227.777777778
Kengeri,1,540.0,1.0,2385396.153846154
Marathahalli,2,1602.0,2.0,8761130.0
Thanisandra,2,1039.0,2.0,6888096.428571428
Haralur Road,4,2805.0,5.0,24353000.0
Nagasandra,7,1750.0,5.0,17512000.0
Uttarahalli,2,1137.0,2.0,4843862.797619048
Nanjappa Layout,2,1232.0,2.0,5709238.23040848
Subramanyapura,2,958.0,2.0,4296780.0
Begur Road,2,1170.0,2.0,4254739.071231056
Haralur Road,2,1194.0,2.0,4647351.019027972
Bannerghatta Road,2,1218.0,2.0,6964695.0
Kothanur,3,1847.0,3.0,11442833.333333336
Bannerghatta Road,2,1255.0,2.0,6084501.875
Kanakpura Road,2,1140.0,2.0,4751274.507326008
Bannerghatta Road,3,1450.0,3.0,8479260.761904761
Raja Rajeshwari Nagar,2,1419.0,2.0,5647705.333333334
Sector 6 HSR Layout,6,2400.0,5.0,19710000.0
Jakkur,3,1798.0,3.0,11050000.0
Banashankari Stage II,2,500.0,2.0,2250166.6666666665
Electronics City Phase 1,3,1445.0,2.0,8053231.0
Vinayak Nagar,3,1758.0,3.0,11469993.571428569
R.T. Nagar,7,600.0,7.0,7714000.0
Hoodi,3,1715.0,2.0,9336440.0
Hebbal,4,2470.0,5.0,21275558.333333332
Yelahanka New Town,3,2437.0,3.0,22896166.666666664
Konanakunte,4,1200.0,2.0,11405000.0
Lakshminarayana Pura,2,1169.0,2.0,7592860.0
Chandapura,2,985.0,2.0,2957973.333333333
Nagashetty Halli,2,1350.0,2.0,7656683.333333334
RMV 2nd Stage,3,2550.0,4.0,16579666.666666664
Hanumantha Nagar,8,3300.0,8.0,17859000.0
Balagere,1,656.0,1.0,4497185.035714285
Panathur,2,1359.0,2.0,8350771.666666666
Yelahanka,2,1035.0,2.0,4879053.333333334
Jalahalli East,2,1020.0,2.0,4991466.5
Akshaya Nagar,3,1897.0,3.0,10762950.0
Kengeri Satellite Town,2,1050.0,2.0,5044620.0
Hebbal,2,1162.0,2.0,5818260.0
Sarjapur  Road,3,1173.0,2.0,6464594.444444444
Silk Board,3,1435.0,2.0,7744102.5
Kadugodi,9,6200.0,9.0,28458000.0
K G Colony,3,1600.0,2.0,9137726.666666668
Old Madras Road,3,1480.0,3.0,8268490.0
Whitefield,4,3940.0,5.0,39988250.0
Poornapragna Housing Society Layout,3,1270.0,2.0,5925700.0
7th Phase JP Nagar,2,1270.0,2.0,8222864.285714285
Electronic City,1,435.0,1.0,2024150.0
NRI Layout,2,2400.0,2.0,14561750.0
Kanakpura Road,2,1339.0,2.0,8035560.476190477
Pattanagere,2,850.0,2.0,3138475.0
1st Block Koramangala,3,1800.0,3.0,10355866.666666666
Sector 7 HSR Layout,3,1760.0,3.0,15885173.809523806
Harlur,3,1414.0,3.0,11429300.0
Suddaguntepalya,3,1425.0,3.0,6592600.0
Jakkur,4,3181.0,,23090000.0
Shankarapuram,2,900.0,1.0,7901133.333333332
Kundalahalli,2,1291.0,2.0,7060443.333333332
Hosakerehalli Layout,7,2500.0,6.0,10972000.0
Hebbal,2,1053.0,2.0,4848540.416666667
Whitefield,3,1495.0,,11154610.0
Whitefield,2,1215.0,2.0,7686999.553863486
 Devarabeesana Halli,2,1296.0,2.0,6627166.666666666
Cottonpet,4,1750.0,2.0,10532795.0
Sarjapur  Road,4,2990.0,4.0,23622000.0
Hoodi,3,1660.0,3.0,12285853.333333336
Chikkalasandra,3,1290.0,2.0,6176611.785714285
K R C kothanur,2,1140.0,2.0,4743774.507326008
Kodihalli,3,2392.0,4.0,25583000.0
Thyagaraja Nagar,5,570.0,5.0,8646000.0
Kammanahalli,2,1160.0,2.0,5184565.0
Thanisandra,3,2002.0,3.0,12457666.666666668
Kasavanhalli,2,1121.0,2.0,5541790.0
Anandapura,4,1749.0,4.0,16211060.0
KR Puram,2,1290.0,2.0,5676546.666666668
JP Nagar,2,1300.0,2.0,8185930.0
Sompura,2,1090.0,2.0,4410136.833333333
Udayapur Village,3,1440.0,2.0,7872347.166666666
Somasundara Palya,2,1329.0,2.0,7836866.238095238
Sector 2 HSR Layout,2,1296.0,2.0,6743166.666666666
5th Block Jayanagar,4,10624.0,4.0,68701000.0
5th Phase JP Nagar,5,2500.0,5.0,12051666.666666664
Kengeri,2,726.0,2.0,3095214.2857142854
Doctors Layout,2,1125.0,2.0,4506194.285714286
Kengeri Hobli,3,600.0,2.0,8111000.0
Frazer Town,3,1750.0,3.0,13503183.333333332
Rachenahalli,3,1530.0,2.0,7443263.78996004
Ananth Nagar,2,870.0,2.0,3065380.0
Hennur Road,3,1290.0,2.0,9425767.5
Electronic City Phase II,2,1219.0,2.0,6790820.0
Banjara Layout,3,1294.0,2.0,6101455.119047619
Bannerghatta Road,3,1550.0,3.0,8181728.333333334
Kanakpura Road,3,1592.0,3.0,11644772.61904762
Hosa Road,2,1161.0,2.0,5289983.80952381
Gopalkrishna Nagar,2,1165.0,2.0,5369566.666666668
Varthur,2,1280.0,2.0,6400366.666666666
Hebbal,2,1320.0,2.0,9910498.0
Yelahanka,3,1355.0,2.0,7590966.666666666
Basavangudi,3,1350.0,2.0,7194694.666666668
Budigere,3,1820.0,3.0,9667291.666666668
Munnekollal,2,1210.0,2.0,5261256.666666666
Lingadheeranahalli,3,1893.0,3.0,13231033.333333336
HAL 2nd Stage,3,2100.0,3.0,21454333.333333336
5th Phase JP Nagar,5,4000.0,5.0,40590750.0
Yelahanka,2,1519.0,2.0,7757805.238095238
BHEL Layout,4,1200.0,3.0,12348215.0
Shampura,7,2800.0,5.0,12810000.0
Vishwapriya Layout,7,950.0,7.0,12444833.333333336
Kothanur,2,1140.0,2.0,5400789.166666666
Alfa Garden Layout,2,975.0,2.0,4774686.666666666
Kundalahalli,4,2500.0,5.0,37119666.666666664
Mysore Road,2,1175.0,2.0,7186708.809523809
Padmanabhanagar,3,1400.0,3.0,6872040.0
Kanakpura Road,3,1100.0,2.0,6249476.515151515
Hennur Road,3,1936.0,3.0,12698750.0
Bommenahalli,4,2940.0,3.0,23916000.0
Doddanakundi Industrial Area 2,2,1092.0,2.0,4282246.666666666
9th Phase JP Nagar,2,1050.0,2.0,4323260.0
BTM Layout,2,1150.0,2.0,5010267.916666667
Bisuvanahalli,3,1180.0,3.0,6500708.333333334
Banashankari 6th Stage,2,1330.0,2.0,7983967.904761905
Kudlu Gate,3,1707.0,,9295420.0
Ambedkar Nagar,3,1935.0,4.0,12410500.0
Electronics City Phase 1,3,1522.5,,8155740.0
Kammanahalli,4,900.0,4.0,9785500.0
Sarjapur,1,650.0,1.0,1930955.0
Whitefield,1,665.0,,3688980.2380952374
Housing Board Layout Vijay Nagar,8,1200.0,8.0,14944500.0
Sonnenahalli,1,605.0,1.0,3351121.666666667
Sarjapur  Road,3,1691.0,3.0,10895758.838671949
JP Nagar,3,20000.0,3.0,140226000.0
Whitefield,4,4800.0,4.0,48557000.0
Bannerghatta Road,2,1215.0,2.0,6062989.285714285
Gollarapalya Hosahalli,4,1905.0,3.0,12856666.666666668
Mahalakshmi Layout,4,1575.0,5.0,17647450.0
Murugeshpalya,3,1344.0,2.0,6039188.0
KR Puram,3,1700.0,3.0,11769678.571428573
Srinagar,4,2000.0,3.0,10229500.0
Electronic City Phase II,2,1200.0,2.0,6446670.0
Talaghattapura,3,1257.0,2.0,7192965.0
Raja Rajeshwari Nagar,2,1140.0,2.0,4338831.404484405
Sanjay nagar,3,1200.0,2.0,6470377.777777778
Vidyaranyapura,3,1100.0,2.0,6821500.0
Billekahalli,2,1140.0,2.0,5390928.738095238
Giri Nagar,6,1200.0,3.0,14512000.0
Hennur Bande,5,1200.0,4.0,12897500.0
5th Phase JP Nagar,2,1440.0,2.0,8661898.0
Varthur,2,1083.0,2.0,4708013.571428571
7th Phase JP Nagar,3,2100.0,3.0,18728714.285714284
Ardendale,3,1777.26,3.0,9937083.333333334
Thanisandra,2,1093.0,2.0,6806709.047619048
Rachenahalli,3,1550.0,3.0,7649570.0
Bisuvanahalli,3,1075.0,2.0,4983446.887391933
Kengeri,5,8000.0,5.0,93999000.0
Kalena Agrahara,2,1200.0,3.0,5704470.0
Kanakapura,1,551.0,1.0,1924340.0
Hulimavu,2,1255.0,2.0,7162100.000000003
Bellandur,3,2666.0,3.0,21464583.333333332
Sarjapur  Road,3,1510.0,2.0,9224321.960784314
Devanahalli,3,1466.0,3.0,7624810.0
BTM Layout,3,1450.0,2.0,8256288.333333334
Whitefield,3,1386.0,3.0,6971326.666666668
Marathahalli,2,1100.0,2.0,5618420.0
Indira Nagar,2,1149.0,2.0,8988733.333333334
Whitefield,2,1190.0,2.0,6854597.745098039
Krishna Reddy Layout,3,1250.0,3.0,4191959.9999999995
Chandapura,2,1200.0,2.0,4500133.333333333
Bellandur,2,1000.0,2.0,5051698.666666666
Jakkur,2,1260.0,2.0,6848073.333333334
Hosa Road,2,1161.0,2.0,5289983.80952381
Frazer Town,3,2350.0,4.0,28647666.666666664
Electronics City Phase 1,2,1205.0,2.0,6177909.999999999
Hoysalanagar,3,1320.0,2.0,6025424.285714285
Vaishnavi Layout,4,4830.0,5.0,42830500.0
Kaggadasapura,2,1200.0,2.0,5142642.857142857
Electronic City Phase II,2,1244.0,2.0,6836196.190476191
Hennur,2,1255.0,2.0,5504431.766212981
KR Puram,7,1200.0,8.0,18578333.333333332
Hebbal,3,1255.0,2.0,8592480.85714286
Electronic City,3,1105.0,2.0,6287196.011904763
5th Phase JP Nagar,2,1256.0,2.0,6305178.333333332
5th Phase JP Nagar,3,1725.0,2.0,9600680.0
Begur Road,2,1200.0,2.0,4354300.610449191
Ambedkar Nagar,2,1424.0,2.0,8885325.0
Indira Nagar,4,2200.0,4.0,18786760.0
Shivaji Nagar,2,703.0,2.0,4728993.333333333
Electronic City,2,1073.0,2.0,5631547.385669884
Kanakpura Road,3,1603.0,3.0,9451450.0
Kaggadasapura,2,1180.0,2.0,6370000.0
Gunjur,2,1235.0,2.0,5522229.545454545
Nanjappa Layout,3,1800.0,3.0,10355866.666666666
Dodsworth Layout,6,30400.0,4.0,164435000.0
Varthur,3,1360.0,2.0,7145663.333333334
Kadugodi,5,1100.0,5.0,14911500.0
Ramagondanahalli,2,1215.0,2.0,4641064.0
Kanakpura Road,3,1596.0,3.0,10715533.333333334
8th Block Jayanagar,6,2000.0,6.0,13536000.0
Panathur,2,1180.0,2.0,6390176.904761905
Channasandra Layout,3,1563.0,2.0,7977028.571428571
Kathriguppe,2,1250.0,2.0,6130044.285714285
1st Block Jayanagar,3,1760.0,3.0,11932914.999999998
Mysore Road,2,1200.0,2.0,6263300.0
Marathahalli,2,1350.0,2.0,7664647.142857143
BTM 1st Stage,7,600.0,7.0,7854000.0
Raja Rajeshwari Nagar,2,1185.0,2.0,4457947.690476191
Green Glen Layout,3,1970.0,3.0,14011500.0
Akshaya Nagar,3,1419.0,2.0,7429800.0
Padmanabhanagar,2,1150.0,2.0,5047964.583333334
Uttarahalli,3,1330.0,2.0,5667630.952380952
Panathur,2,1050.0,2.0,5025433.75
HSR Layout,3,1475.0,3.0,7932140.0
Balagere,2,1012.0,2.0,6787426.19047619
5th Phase JP Nagar,2,1190.0,2.0,5170728.77463266
Whitefield,1,905.0,1.0,5573661.904761906
Sultan Palaya,4,2200.0,3.0,15826919.999999998
Marathahalli,3,1690.0,3.0,11504899.166666668
Harlur,2,1197.0,2.0,7880210.858585859
Bommasandra,3,1260.0,3.0,5406496.071428572
Kanakpura Road,3,1570.0,3.0,10095495.23809524
Sarjapur  Road,4,4395.0,4.0,48728000.0
Sarjapur  Road,2,1210.0,2.0,9852750.0
Somasundara Palya,3,1600.0,3.0,9464316.666666668
JP Nagar,2,1048.0,2.0,4196090.0
Kanakpura Road,2,700.0,1.0,3724167.9365079375
Indira Nagar,3,2700.0,3.0,36068833.333333336
Vishveshwarya Layout,7,4000.0,7.0,15697000.0
Kengeri Satellite Town,2,1007.0,2.0,4356238.333333334
Sonnenahalli,3,1610.0,3.0,8857000.0
Kundalahalli,3,1397.0,3.0,10572934.992784994
7th Phase JP Nagar,2,1050.0,2.0,5978679.523809525
Choodasandra,3,1560.0,3.0,9096336.666666666
NGR Layout,2,1020.0,2.0,4786466.369047618
Whitefield,2,1197.0,2.0,7152311.211733266
Hennur Road,3,2320.0,3.0,15457926.666666664
Uttarahalli,2,1380.0,2.0,7513636.666666668
Nagarbhavi,4,1200.0,4.0,21190000.0
MLA Layout,2,1050.0,2.0,4704623.75
Nehru Nagar,2,1100.0,2.0,5267950.0
6th Phase JP Nagar,1,750.0,1.0,4717623.0
Kammanahalli,4,1080.0,3.0,12229200.0
HMT Layout,2,1105.0,2.0,4473545.000000001
Cholanayakanahalli,5,3000.0,6.0,26071133.33333333
Ambedkar Nagar,5,5530.0,5.0,46375000.0
Chikka Tirupathi,3,2325.0,3.0,13772900.0
Makali,1,530.0,1.0,2074106.4365079368
Belathur,2,460.0,1.0,2161885.0
Mico Layout,3,1550.0,2.0,8023141.904761905
BTM Layout,2,1196.0,2.0,5100327.379463674
Devanahalli Int. Airport,4,4800.0,5.0,41988500.0
Hennur Road,2,1317.5,2.0,6756461.666666666
Attibele,1,418.0,2.0,1575946.4285714286
Lingadheeranahalli,3,1687.0,3.0,12343634.523809524
Vittasandra,2,1404.0,2.0,7008703.293650793
Tirumanahalli,2,1255.0,2.0,6156950.541666666
Hosakerehalli,2,1304.0,2.0,7886925.0
Bannerghatta Road,1,700.0,1.0,3602641.666666666
Hosa Road,2,1045.0,2.0,5725047.571428571
HSR Layout,2,1372.0,2.0,6712150.0
Kathriguppe,3,1390.0,2.0,7559295.333333332
Anandapura,2,616.0,3.0,5647500.0
2nd Stage Nagarbhavi,5,1200.0,4.0,24005000.0
Sadashiva Nagar,3,3761.0,3.0,52275000.0
Hebbal,3,1328.0,2.0,6682827.285714286
Balagere,2,1007.0,2.0,6707635.238095238
Uttarahalli,3,1329.0,2.0,5619205.9523809515
Harlur,2,1303.0,2.0,6867139.76190476
Rachenahalli,2,1050.0,2.0,5234091.547085654
Sarjapur,3,1600.0,3.0,8981833.333333334
Whitefield,3,1755.0,3.0,13697001.666666664
"JP Nagar 8th Phase, ",4,5000.0,5.0,42158000.0
Kaggalipura,2,1000.0,2.0,5086181.363081363
Koramangala,2,1320.0,2.0,14705809.523809524
Sarjapur  Road,3,2720.0,5.0,22031333.33333333
Naganathapura,8,1200.0,7.0,14190000.0
Mallathahalli,3,1225.0,3.0,5664083.333333334
Kalyan nagar,2,1250.0,2.0,5957034.285714285
Subramanyapura,2,1260.0,2.0,6331751.19047619
tc.palya,2,1020.0,2.0,4668683.928571429
Doddabommasandra,8,3150.0,5.0,16289333.333333332
Kanakpura Road,3,1450.0,3.0,7224549.76190476
Begur Road,3,1615.0,3.0,9228185.95238095
Electronic City,2,660.0,1.0,3306644.11019536
Vidya Nagar,2,3760.0,2.0,28317750.0
Kaval Byrasandra,2,1200.0,2.0,5215500.0
Frazer Town,3,1510.0,2.0,11519736.960784314
Bannerghatta Road,3,1465.0,2.0,8310090.0
Dodda Nekkundi,3,1435.0,3.0,7316930.0
 Electronic City,1,435.0,1.0,2160010.0
Pai Layout,2,1000.0,2.0,4399000.0
Whitefield,2,1215.0,2.0,7686999.553863486
Ashok Nagar,2,703.0,2.0,3995993.333333333
Yelahanka,5,2500.0,3.0,11475000.0
Chikkabanavar,3,1600.0,2.0,9137726.666666668
Whitefield,3,1200.0,3.0,6835362.619047619
Subramanyapura,2,1000.0,2.0,5899270.238095238
Nagarbhavi,4,600.0,4.0,7634883.333333332
Rajaji Nagar,3,1640.0,3.0,24429915.079365086
Banjara Layout,2,1050.0,2.0,4704623.75
Dr Shivarama Karantha Nagar,2,1200.0,2.0,5297615.714285715
Old Madras Road,4,4000.0,4.0,42563928.571428575
Bileshivale,6,2400.0,7.0,15193000.0
Bank Of Baroda Colony,2,1080.0,2.0,5042733.333333333
Banashankari Stage III,4,2100.0,3.0,13508523.809523812
Whitefield,3,1496.0,2.0,11147610.0
Pai Layout,2,1006.0,2.0,4672560.0
J C Nagar,3,1525.0,3.0,8664039.166666668
Chandapura,3,1110.0,2.0,4893840.0
Whitefield,3,2500.0,3.0,25853000.0
Budigere,3,1820.0,3.0,9667291.666666668
Suddaguntepalya,2,830.0,2.0,3481036.666666667
Chamrajpet,3,1650.0,3.0,9839451.666666666
Hebbal,3,1255.0,2.0,8592480.85714286
Subramanyapura,3,1223.0,2.0,5202350.0
Harlur,3,1755.0,3.0,12016263.095238091
Munivenkatppa Layout,4,4500.0,3.0,34335750.0
Electronics City Phase 1,2,865.0,2.0,3673810.0
Green Woods Layout,2,1206.0,2.0,5713545.0
Old Madras Road,2,935.0,2.0,3762201.2193362187
Uday Nagar,3,1650.0,3.0,9839451.666666666
Gubbalala,3,1745.0,3.0,11367120.743145745
Electronics City Phase 1,1,785.0,1.0,3830730.7499999995
Sarjapur  Road,3,3004.0,4.0,27708292.85714286
Giri Nagar,7,4500.0,5.0,47380000.0
Chikkalasandra,3,1365.0,2.0,6567961.666666666
Hosa Road,2,1143.0,2.0,5278323.80952381
Horamavu Banaswadi,2,1272.0,2.0,5044396.428571428
HOSUR MAIN ROAD,3,1464.0,3.0,5643000.0
Electronic City,3,1631.0,3.0,9748526.666666666
Hennur,2,1285.0,2.0,6175596.869620576
Kanakapur main road,2,1025.0,2.0,4363855.833333334
Hebbal,2,1349.0,2.0,9731492.142857142
Electronic City,2,880.0,2.0,4105631.3941102754
Jakkur,3,1710.0,3.0,11124780.0
Thanisandra,2,1260.0,2.0,7755640.000000001
Hennur Road,4,2502.0,4.0,25982166.666666664
Electronics City Phase 1,3,1450.0,2.0,8247288.333333334
Basavangudi,2,1230.0,2.0,9853000.0
Choodasandra,2,1115.0,2.0,4964670.0
Old Madras Road,3,2640.0,5.0,16105000.0
8th Phase JP Nagar,3,1431.5,3.0,7666450.0
Yelahanka,3,1823.0,3.0,10503666.666666666
Koramangala,3,1700.0,3.0,20184200.0
Singasandra,4,3366.0,4.0,20821000.0
Rachenahalli,2,1200.0,2.0,4605900.0
